degree,age,income,edu
secondary,28,17999.99805,9
secondary,28,15000.00391,9
secondary,28,1299.999878,9
secondary,28,15000.00391,9
secondary,28,20000.00391,9
secondary,28,48300.01175,9
secondary,28,27599.99756,9
secondary,28,23999.99805,9
secondary,28,57600.0166,9
secondary,28,38999.9834,9
secondary,28,50000.0116,9
secondary,28,30118.13227,9
secondary,28,24024.8276,9
secondary,28,4999.999512,9
secondary,28,42000,9
secondary,28,35999.98438,9
secondary,28,35999.98438,9
secondary,28,23999.99805,9
secondary,28,12499.9971,9
secondary,28,16499.99414,9
secondary,28,11999.99707,9
secondary,28,14400.00391,9
secondary,28,5999.999512,9
secondary,28,5500,9
secondary,28,3,9
secondary,28,91199.96106,9
secondary,28,22000.00378,9
secondary,28,39999.99609,9
secondary,28,23999.99805,9
secondary,28,15000.00391,9
secondary,28,19694.70703,9
secondary,28,14400.00391,9
secondary,28,4999.999512,9
secondary,28,23999.99805,9
secondary,28,23999.99805,9
secondary,28,42000,9
secondary,28,2499.999512,9
secondary,28,58000.02344,9
secondary,28,33599.99219,9
secondary,28,46999.98737,9
secondary,28,20000.00391,9
secondary,28,21599.99219,9
secondary,28,24499.99805,9
primary,28,29999.99219,6
primary,28,2999.999023,6
primary,28,490.7917175,6
primary,28,10000.00293,6
primary,28,23999.99805,6
primary,28,17999.99805,6
primary,28,10000.00293,6
primary,28,2999.999023,6
primary,28,24999.99414,6
primary,28,9000.000977,6
primary,28,9000.000977,6
primary,28,20000.00391,6
primary,28,10000.00293,6
primary,28,29999.99219,6
primary,28,6500.00293,6
primary,28,1999.999878,6
primary,28,23999.99805,6
primary,28,35000,6
primary,28,14400.00391,6
primary,28,35999.98438,6
primary,28,15000.00391,6
primary,28,1200.000122,6
primary,28,32999.99121,6
primary,28,29999.99219,6
primary,28,23999.99805,6
primary,28,23999.99805,6
primary,28,25999.99792,6
primary,28,29999.99219,6
primary,28,11999.99707,6
primary,28,11999.99707,6
primary,28,23999.99805,6
primary,28,35999.98438,6
primary,28,23999.99805,6
primary,28,13500,6
primary,28,23999.99805,6
primary,28,16830.375,6
primary,28,23999.99805,6
primary,28,11999.99707,6
primary,28,20000.00586,6
primary,28,1999.999878,6
primary,28,1499.999756,6
primary,28,15000.00391,6
primary,28,17999.99805,6
primary,28,10157.87305,6
primary,28,30313.21875,6
primary,28,11999.99707,6
primary,28,17999.99805,6
primary,28,16800,6
primary,28,17999.99805,6
primary,28,22999.99019,6
noschool,28,4599.998535,0
noschool,28,10000.00293,0
noschool,28,18199.998,0
noschool,28,2749.999756,0
phd,29,79999.98438,21
phd,29,44999.99561,21
phd,29,75999.98047,21
phd,29,77999.99219,21
master,29,60000.01074,18
master,29,119999.9922,18
master,29,93495.89063,18
master,29,199999.9766,18
master,29,144999.9531,18
master,29,61000.00397,18
master,29,90499.9639,18
master,29,39999.98413,18
master,29,46800.01563,18
master,29,20000.00391,18
master,29,0.111622987,18
master,29,119999.9746,18
master,29,119999.9922,18
master,29,100000.0156,18
master,29,42882.22266,18
master,29,62240.01471,18
master,29,37999.98425,18
master,29,59999.98047,18
master,29,95999.97656,18
master,29,16905.48633,18
master,29,49632.00195,18
master,29,119999.9922,18
bachelor,29,50000.00781,16
bachelor,29,44000.00195,16
bachelor,29,47999.99023,16
bachelor,29,35999.98438,16
bachelor,29,63.80173492,16
bachelor,29,35999.98438,16
bachelor,29,29999.99219,16
bachelor,29,50400.01123,16
bachelor,29,51500.01123,16
bachelor,29,279999.9844,16
bachelor,29,234999.9531,16
bachelor,29,219999.9639,16
bachelor,29,168599.9565,16
bachelor,29,65000.01025,16
bachelor,29,104999.9761,16
bachelor,29,45600.00391,16
bachelor,29,44799.99707,16
bachelor,29,70000.03125,16
bachelor,29,11999.99707,16
bachelor,29,329999.8984,16
bachelor,29,103000.0146,16
bachelor,29,44400.00391,16
bachelor,29,109999.9766,16
bachelor,29,66499.9834,16
bachelor,29,159999.9561,16
bachelor,29,37999.995,16
bachelor,29,40299.99515,16
bachelor,29,28000.01367,16
bachelor,29,18249.99808,16
bachelor,29,89999.9873,16
bachelor,29,34499.99268,16
bachelor,29,13999.99414,16
bachelor,29,31999.99658,16
bachelor,29,39999.99512,16
bachelor,29,139999.96,16
bachelor,29,31200.00391,16
bachelor,29,38801.10547,16
bachelor,29,39500.00198,16
bachelor,29,40999.99518,16
bachelor,29,50000.00781,16
bachelor,29,45999.98541,16
bachelor,29,15080.00391,16
bachelor,29,28899.99756,16
bachelor,29,77999.99219,16
bachelor,29,23999.99805,16
bachelor,29,25999.9942,16
bachelor,29,255999.9326,16
bachelor,29,43325,16
bachelor,29,35999.99609,16
bachelor,29,22392.37695,16
bachelor,29,11999.99707,16
bachelor,29,75899.97021,16
bachelor,29,50000.00781,16
bachelor,29,21599.99219,16
bachelor,29,64999.97998,16
bachelor,29,21599.99219,16
bachelor,29,49999.99902,16
bachelor,29,105000.0229,16
bachelor,29,4999.999512,16
bachelor,29,17287.78711,16
bachelor,29,58000.01465,16
bachelor,29,29999.99219,16
bachelor,29,23999.99805,16
bachelor,29,59999.98047,16
bachelor,29,65000.01172,16
bachelor,29,88499.96631,16
bachelor,29,58000.00635,16
bachelor,29,11.31765461,16
bachelor,29,79257.6218,16
bachelor,29,125000.0391,16
bachelor,29,26997.23816,16
bachelor,29,149999.9531,16
bachelor,29,41130.31641,16
bachelor,29,105999.9644,16
bachelor,29,8000.000488,16
bachelor,29,84000,16
bachelor,29,50000.00781,16
bachelor,29,110000.0186,16
bachelor,29,110000.0156,16
bachelor,29,45000.01563,16
bachelor,29,28962.40625,16
bachelor,29,100001.0156,16
bachelor,29,39999.99121,16
bachelor,29,100000.0156,16
bachelor,29,49400.00244,16
bachelor,29,37500.00977,16
bachelor,29,49999.97852,16
bachelor,29,90000.03516,16
bachelor,29,172999.9561,16
bachelor,29,199999.9844,16
bachelor,29,36000.00195,16
bachelor,29,50000.01514,16
bachelor,29,59999.98047,16
bachelor,29,89999.96387,16
bachelor,29,82000.02832,16
bachelor,29,60008.0163,16
bachelor,29,43599.99512,16
bachelor,29,91999.97266,16
bachelor,29,124999.9805,16
bachelor,29,134999.9946,16
bachelor,29,80000,16
bachelor,29,39999.99609,16
bachelor,29,59999.98047,16
bachelor,29,50000.00781,16
bachelor,29,55000.00781,16
bachelor,29,48299.99902,16
bachelor,29,106000.0171,16
bachelor,29,17.44435948,16
bachelor,29,20000.00391,16
bachelor,29,23999.99805,16
bachelor,29,19435.00293,16
bachelor,29,42999.99603,16
bachelor,29,72003.9539,16
bachelor,29,48000.01172,16
bachelor,29,95999.97656,16
bachelor,29,109999.9799,16
bachelor,29,35999.9917,16
bachelor,29,60032.97698,16
bachelor,29,23999.99805,16
bachelor,29,16097.88574,16
bachelor,29,89999.99219,16
bachelor,29,15120.00409,16
bachelor,29,187299.9429,16
bachelor,29,39999.99609,16
bachelor,29,34360.16016,16
bachelor,29,27599.99121,16
bachelor,29,28299.99023,16
bachelor,29,50000.00781,16
bachelor,29,18300.00009,16
bachelor,29,20000.00391,16
bachelor,29,34337.03125,16
bachelor,29,39499.98395,16
bachelor,29,42000,16
bachelor,29,35000,16
bachelor,29,43299.99988,16
bachelor,29,108100.0469,16
bachelor,29,62400.00684,16
bachelor,29,75999.98047,16
bachelor,29,99999.96484,16
bachelor,29,27499.98975,16
bachelor,29,100000.0156,16
bachelor,29,59999.98047,16
bachelor,29,200737.8915,16
bachelor,29,37289.98413,16
bachelor,29,35999.98438,16
bachelor,29,122000.0194,16
bachelor,29,24999.99414,16
bachelor,29,29999.99219,16
bachelor,29,35999.98438,16
bachelor,29,27399.98828,16
bachelor,29,11999.99707,16
bachelor,29,42999.99414,16
bachelor,29,2900,16
bachelor,29,43099.98534,16
bachelor,29,110000.0186,16
bachelor,29,23999.99805,16
bachelor,29,23999.99805,16
bachelor,29,78549.98633,16
bachelor,29,109999.9795,16
bachelor,29,40999.99951,16
bachelor,29,38885.94141,16
bachelor,29,22001.00378,16
bachelor,29,44000.00391,16
bachelor,29,23999.99805,16
bachelor,29,18799.99988,16
bachelor,29,50000.0116,16
bachelor,29,35999.98438,16
bachelor,29,46999.99548,16
bachelor,29,28840.00269,16
bachelor,29,29999.99219,16
bachelor,29,50000.00781,16
bachelor,29,23000.00293,16
bachelor,29,70499.98343,16
bachelor,29,33499.99124,16
bachelor,29,70000.03125,16
bachelor,29,51600.00391,16
bachelor,29,23999.99805,16
bachelor,29,77050.02344,16
bachelor,29,39999.99609,16
bachelor,29,29999.99219,16
bachelor,29,60000.01074,16
bachelor,29,72559.979,16
bachelor,29,47299.99646,16
bachelor,29,2999.999023,16
bachelor,29,57600.01122,16
bachelor,29,24999.99414,16
bachelor,29,29999.99219,16
bachelor,29,32399.99414,16
bachelor,29,35999.98438,16
bachelor,29,44999.99609,16
bachelor,29,35999.98438,16
bachelor,29,55000.00781,16
bachelor,29,70000.01172,16
bachelor,29,10500,16
bachelor,29,51600.00391,16
tech,29,59999.98047,14
associate,29,24000.00488,14
associate,29,23600.00049,14
associate,29,34200.00293,14
associate,29,71999.96875,14
associate,29,50000.00781,14
associate,29,26999.99951,14
tech,29,0.013094709,14
associate,29,71999.96875,14
tech,29,20000.00391,14
tech,29,48000.01172,14
associate,29,15119.99414,14
associate,29,42730.00879,14
associate,29,29999.99219,14
associate,29,46499.9978,14
associate,29,32999.99121,14
associate,29,70000.01367,14
associate,29,45499.99512,14
tech,29,33699.99218,14
tech,29,41000.01953,14
tech,29,24700.00183,14
associate,29,29999.99219,14
associate,29,64999.98389,14
tech,29,20199.99788,14
tech,29,50000.00781,14
associate,29,41999.99597,14
associate,29,21599.99219,14
associate,29,17999.99805,14
associate,29,19200,14
tech,29,20000.00391,14
tech,29,18700.00195,14
tech,29,36400.00024,14
associate,29,25899.99777,14
associate,29,23276.36719,14
tech,29,4999.999512,14
associate,29,7200,14
associate,29,22999.99756,14
associate,29,23999.99805,14
associate,29,23999.99805,14
tech,29,16400.00415,14
tech,29,23000.00385,14
associate,29,15000.00385,14
associate,29,11999.99707,14
associate,29,29999.99219,14
associate,29,35999.98438,14
tech,29,20199.99823,14
tech,29,25999.9942,14
associate,29,27499.98828,14
associate,29,29999.99219,14
associate,29,24999.99414,14
associate,29,75999.98047,14
associate,29,35999.98438,14
associate,29,55000.00098,14
tech,29,11999.99707,14
associate,29,48000.01172,14
tech,29,39499.98343,14
tech,29,11999.99707,14
tech,29,27999.99316,14
associate,29,59999.98047,14
associate,29,29999.99219,14
associate,29,23999.99805,14
associate,29,60113.62228,14
tech,29,48000.01172,14
associate,29,35999.98438,14
associate,29,59999.98047,14
associate,29,76000.01123,14
associate,29,40999.99518,14
associate,29,23999.99805,14
associate,29,25199.99817,14
associate,29,43499.98584,14
associate,29,31599.99219,14
associate,29,22579.16211,14
tech,29,75000.03076,14
associate,29,29999.99219,14
associate,29,41999.98926,14
associate,29,50299.99612,14
tech,29,72499.96878,14
associate,29,73999.98535,14
associate,29,25099.99802,14
associate,29,59999.98047,14
associate,29,109200.0162,14
tech,29,75200.03333,14
tech,29,23999.99805,14
associate,29,149999.9922,14
associate,29,22500.00293,14
tech,29,70000.00586,14
associate,29,30002.96243,14
associate,29,149999.9531,14
associate,29,24349.99811,14
associate,29,25200.00293,14
tech,29,104999.9961,14
associate,29,29999.99219,14
associate,29,68999.98151,14
tech,29,7999.99939,14
associate,29,23999.99805,14
tech,29,35999.98438,14
tech,29,29999.99219,14
tech,29,22099.99225,14
tech,29,26000.01172,14
associate,29,50000.00781,14
tech,29,50000.00781,14
associate,29,15000.00391,14
associate,29,11999.99707,14
associate,29,11999.99707,14
tech,29,79999.96094,14
tech,29,50793.85156,14
associate,29,19200,14
associate,29,31000.00787,14
tech,29,14400.00391,14
associate,29,17679.76172,14
tech,29,28779.57813,14
tech,29,27599.99023,14
associate,29,29999.99219,14
associate,29,60339.98047,14
associate,29,21599.99219,14
associate,29,26000.00342,14
associate,29,40300.00784,14
associate,29,32499.99316,14
associate,29,59999.98047,14
tech,29,29999.99219,14
associate,29,24999.99414,14
associate,29,12500.00293,14
tech,29,17999.99805,14
associate,29,31200.00537,14
tech,29,11600.00293,14
tech,29,11999.99707,14
tech,29,23999.99805,14
associate,29,50000.00781,14
tech,29,42000,14
associate,29,43899.98389,14
tech,29,48000.01172,14
tech,29,19199.99806,14
associate,29,29999.99219,14
tech,29,42000,14
associate,29,32200.00195,14
associate,29,20800.26367,14
associate,29,41999.98389,14
tech,29,18199.998,14
associate,29,49000.01178,14
associate,29,42000,14
associate,29,90000.03516,14
associate,29,359999.9375,14
associate,29,34999.9917,14
tech,29,55999.99902,14
tech,29,24499.99808,14
associate,29,38499.99951,14
associate,29,38999.9834,14
associate,29,12875.00049,14
associate,29,36199.98433,14
associate,29,54999.99512,14
associate,29,63299.98444,14
tech,29,24999.99414,14
associate,29,28139.99805,14
associate,29,26399.99805,14
tech,29,23999.99805,14
tech,29,24499.99808,14
tech,29,23999.99805,14
associate,29,50200.00777,14
associate,29,72999.97955,14
tech,29,95999.97656,14
associate,29,38999.9834,14
tech,29,29999.99219,14
associate,29,40001.11097,14
associate,29,39999.99609,14
associate,29,149999.999,14
associate,29,149999.999,14
associate,29,36299.99475,14
associate,29,32249.9921,14
associate,29,71999.96875,14
associate,29,67000.00684,14
associate,29,49999.99609,14
associate,29,25999.9942,14
associate,29,25000.00342,14
associate,29,20799.99805,14
associate,29,20000.00391,14
tech,29,35999.98438,14
tech,29,10000.00293,14
associate,29,34200.00391,14
tech,29,17999.99805,14
associate,29,23999.99365,14
associate,29,119999.9844,14
associate,29,30000.00684,14
tech,29,16000.00244,14
associate,29,1699.999878,14
tech,29,17999.99805,14
associate,29,89999.96094,14
associate,29,41999.98242,14
tech,29,18333.53061,14
associate,29,21849.99222,14
associate,29,20550.00385,14
associate,29,43199.98401,14
tech,29,48000.01172,14
associate,29,29999.99219,14
associate,29,58000.00397,14
associate,29,23999.99805,14
associate,29,16800,14
associate,29,18499.99808,14
associate,29,39999.99951,14
associate,29,40999.98639,14
associate,29,71999.96875,14
associate,29,8000.000488,14
associate,29,20000.00391,14
associate,29,10000.00293,14
associate,29,21599.99219,14
associate,29,17999.99805,14
high,29,24044.99805,12
high,29,20500.00394,12
high,29,20938.93359,12
high,29,14699.99695,12
high,29,15000.00391,12
high,29,20000.00391,12
high,29,11999.99707,12
high,29,12500.00293,12
high,29,17999.99805,12
high,29,35000,12
high,29,17999.99805,12
high,29,9600.999023,12
high,29,23999.99756,12
high,29,28800.00586,12
high,29,123999.9961,12
high,29,21599.99219,12
high,29,75500.01758,12
high,29,37999.99902,12
high,29,24399.99796,12
high,29,50000.0116,12
high,29,44000.01563,12
high,29,26999.99402,12
high,29,19200,12
high,29,38649.99948,12
high,29,170000.0547,12
high,29,15000.00391,12
high,29,40094.98352,12
high,29,4000.001953,12
high,29,29999.99219,12
high,29,41199.99409,12
high,29,26299.99796,12
high,29,29999.99219,12
high,29,35999.98438,12
high,29,36999.99316,12
high,29,29999.99219,12
high,29,23808.20313,12
high,29,119999.9922,12
high,29,15000.00391,12
high,29,16800,12
high,29,34999.9917,12
high,29,11999.99707,12
high,29,1999.999878,12
high,29,35999.98438,12
high,29,20000.00391,12
high,29,35999.99512,12
high,29,30000.00537,12
high,29,12459.99998,12
high,29,29999.99219,12
high,29,11999.99707,12
high,29,23999.99805,12
high,29,22299.99219,12
high,29,15000.00391,12
high,29,23999.99805,12
high,29,28099.99173,12
high,29,20000.00391,12
high,29,24466.93555,12
high,29,50000.00781,12
high,29,24999.99414,12
high,29,2800,12
high,29,50000.00781,12
high,29,34608.19531,12
high,29,19599.99792,12
secondary,29,50000.00781,9
secondary,29,35999.98438,9
secondary,29,2574.999754,9
secondary,29,12878.43945,9
secondary,29,17999.99805,9
secondary,29,16000.00098,9
secondary,29,14400.00391,9
secondary,29,20000.00391,9
secondary,29,5500,9
secondary,29,20000.00391,9
secondary,29,7100.000969,9
secondary,29,50000.00781,9
secondary,29,29999.99219,9
secondary,29,35999.98438,9
secondary,29,38500.01566,9
secondary,29,11999.99707,9
secondary,29,8000.000488,9
secondary,29,7200,9
secondary,29,51500.00757,9
secondary,29,20000.00391,9
secondary,29,37499.98447,9
secondary,29,59999.98047,9
secondary,29,42000,9
secondary,29,14800.00388,9
secondary,29,20000.00586,9
secondary,29,1999.999878,9
secondary,29,12500.00293,9
secondary,29,29999.99219,9
secondary,29,27599.99023,9
secondary,29,20000.00391,9
secondary,29,40399.99323,9
secondary,29,23999.99805,9
secondary,29,29999.99219,9
secondary,29,12500.00293,9
secondary,29,10000.00293,9
secondary,29,15000.00391,9
secondary,29,22000,9
secondary,29,48000.01172,9
secondary,29,5999.999512,9
secondary,29,32999.99121,9
secondary,29,36776.96875,9
secondary,29,29999.99219,9
secondary,29,29999.99219,9
secondary,29,45500.01465,9
secondary,29,24099.99804,9
secondary,29,23999.99805,9
secondary,29,50002.01337,9
secondary,29,50000.00781,9
secondary,29,20000.00391,9
secondary,29,10199.99805,9
secondary,29,33299.99124,9
secondary,29,17999.99805,9
secondary,29,79999.96094,9
secondary,29,19200,9
secondary,29,35999.98438,9
secondary,29,9599.999023,9
secondary,29,23999.99805,9
secondary,29,40999.98389,9
secondary,29,17999.99805,9
secondary,29,19999.99792,9
secondary,29,33599.99219,9
secondary,29,46350.00201,9
secondary,29,18749.99799,9
secondary,29,35000,9
secondary,29,24999.99414,9
secondary,29,10000.00293,9
secondary,29,29999.99219,9
secondary,29,25800.00586,9
secondary,29,33499.9917,9
secondary,29,13479.82617,9
secondary,29,39999.99609,9
secondary,29,53999.99023,9
secondary,29,70000.03125,9
secondary,29,11999.99707,9
secondary,29,11499.99902,9
secondary,29,20000.00391,9
secondary,29,20000.00391,9
secondary,29,27000.00781,9
secondary,29,11400.00098,9
secondary,29,23823.23828,9
secondary,29,24999.99811,9
secondary,29,20000.00391,9
secondary,29,23999.99805,9
secondary,29,25800.00586,9
secondary,29,20000.00391,9
secondary,29,35999.98438,9
secondary,29,59999.98047,9
secondary,29,9599.999023,9
secondary,29,23999.99805,9
secondary,29,24999.99811,9
secondary,29,23099.99017,9
secondary,29,16706.36914,9
secondary,29,23999.99805,9
secondary,29,29999.99219,9
secondary,29,20000.00391,9
secondary,29,16800,9
secondary,29,43800.01563,9
secondary,29,21000.00397,9
secondary,29,2999.999023,9
secondary,29,28417.02344,9
secondary,29,11999.99707,9
secondary,29,11999.99707,9
secondary,29,18049.99805,9
secondary,29,18049.99805,9
secondary,29,29999.99219,9
secondary,29,17999.99805,9
secondary,29,24799.99817,9
secondary,29,15600.00098,9
secondary,29,17000.00586,9
secondary,29,43999.99988,9
secondary,29,1999.999878,9
secondary,29,11999.99707,9
secondary,29,24999.99414,9
secondary,29,29999.99219,9
secondary,29,20279.99414,9
secondary,29,35999.98438,9
secondary,29,16199.99902,9
secondary,29,29999.99219,9
secondary,29,17999.99805,9
secondary,29,12999.99512,9
secondary,29,17999.99805,9
secondary,29,20999.99023,9
secondary,29,24999.99414,9
secondary,29,599.999939,9
secondary,29,23999.99805,9
secondary,29,35999.98438,9
secondary,29,17999.99805,9
secondary,29,23999.99805,9
secondary,29,8000.000488,9
secondary,29,35999.98438,9
secondary,29,42000,9
secondary,29,50000.00781,9
secondary,29,17999.99805,9
secondary,29,23999.99805,9
secondary,29,21067.47266,9
secondary,29,17999.99805,9
secondary,29,5200.000488,9
secondary,29,23999.99805,9
secondary,29,23999.99805,9
secondary,29,26631.53711,9
secondary,29,45000.01563,9
secondary,29,39999.99609,9
secondary,29,4500.000488,9
secondary,29,29999.99219,9
secondary,29,28000.01367,9
secondary,29,88000.01074,9
secondary,29,50000.00781,9
secondary,29,30008.99219,9
secondary,29,2999.999023,9
secondary,29,20000.00391,9
secondary,29,10000.00293,9
secondary,29,17999.99805,9
secondary,29,72021.67562,9
secondary,29,39999.99609,9
secondary,29,4999.999512,9
secondary,29,5149.998047,9
secondary,29,8000.000488,9
secondary,29,29999.99219,9
secondary,29,29999.99219,9
secondary,29,2999.999023,9
secondary,29,21811.70117,9
secondary,29,42000,9
secondary,29,20000.00391,9
secondary,29,50008.08243,9
secondary,29,8000.000488,9
primary,29,29999.99219,6
primary,29,16200.00403,6
primary,29,57499.99609,6
primary,29,16800,6
primary,29,22000,6
primary,29,2499.999512,6
primary,29,48000.01172,6
primary,29,70000.03125,6
primary,29,17999.99805,6
primary,29,24999.99414,6
primary,29,23999.99805,6
primary,29,23999.99805,6
primary,29,15000.00391,6
primary,29,20000.00391,6
primary,29,24999.99414,6
primary,29,4000.001953,6
primary,29,27000.00781,6
primary,29,35000,6
primary,29,19200,6
primary,29,20000.00391,6
primary,29,23999.99805,6
primary,29,19536.97852,6
primary,29,2999.999023,6
primary,29,42000,6
primary,29,20399.99414,6
primary,29,12001.99707,6
primary,29,33601.99219,6
primary,29,29999.99219,6
primary,29,29999.99219,6
primary,29,22799.99231,6
primary,29,20000.00391,6
primary,29,38000.01563,6
primary,29,12199.99702,6
primary,29,23999.99805,6
primary,29,5999.999512,6
primary,29,1999.999878,6
noschool,29,29999.99219,0
noschool,29,2999.999023,0
phd,30,64999.97998,21
phd,30,77999.97363,21
phd,30,63999.98242,21
phd,30,70033.72811,21
phd,30,66000.01953,21
phd,30,90500.03519,21
phd,30,95999.97656,21
master,30,259999.9766,18
master,30,185700,18
master,30,199999.9531,18
master,30,50000.00781,18
master,30,52000.99316,18
master,30,64800.0083,18
master,30,59999.98047,18
master,30,27599.99756,18
master,30,120000.0195,18
master,30,115999.9589,18
master,30,72999.96881,18
master,30,21299.9971,18
master,30,68199.98444,18
master,30,356.2436075,18
master,30,54000.01172,18
master,30,199999.9844,18
master,30,493.4211127,18
master,30,77.99103928,18
master,30,24890.4375,18
master,30,249999.9922,18
master,30,300000.0078,18
master,30,24999.99414,18
master,30,299999.9961,18
master,30,299999.9961,18
master,30,119999.957,18
master,30,4999.999512,18
master,30,35999.98438,18
master,30,35999.98438,18
master,30,400000.0313,18
master,30,122000.0194,18
master,30,37000.01563,18
master,30,59999.98047,18
master,30,32399.99414,18
bachelor,30,39600.00781,16
bachelor,30,42000,16
bachelor,30,45999.9873,16
bachelor,30,133999.9736,16
bachelor,30,50000.00781,16
bachelor,30,119999.9531,16
bachelor,30,23999.99805,16
bachelor,30,120000.0195,16
bachelor,30,82999.9668,16
bachelor,30,60000.00732,16
bachelor,30,76299.99219,16
bachelor,30,70499.98343,16
bachelor,30,54999.99658,16
bachelor,30,35999.98438,16
bachelor,30,30499.99222,16
bachelor,30,30499.99222,16
bachelor,30,41499.98392,16
bachelor,30,59999.98047,16
bachelor,30,20000.00391,16
bachelor,30,149999.9531,16
bachelor,30,37999.99902,16
bachelor,30,35999.99023,16
bachelor,30,91200.03418,16
bachelor,30,100000.0049,16
bachelor,30,155999.9609,16
bachelor,30,100000.0381,16
bachelor,30,23999.99805,16
bachelor,30,45499.99609,16
bachelor,30,71999.96875,16
bachelor,30,38000.00195,16
bachelor,30,26999.99402,16
bachelor,30,10200.00288,16
bachelor,30,23999.99805,16
bachelor,30,108000.0469,16
bachelor,30,23999.99805,16
bachelor,30,15800.00293,16
bachelor,30,15600.00098,16
bachelor,30,35999.99609,16
bachelor,30,38456.00342,16
bachelor,30,302999.999,16
bachelor,30,43999.98828,16
bachelor,30,45499.99564,16
bachelor,30,20100.00171,16
bachelor,30,32400.00586,16
bachelor,30,15133.87292,16
bachelor,30,35000,16
bachelor,30,15000.00391,16
bachelor,30,44999.995,16
bachelor,30,100000.0156,16
bachelor,30,29000.01074,16
bachelor,30,95999.97656,16
bachelor,30,23999.99805,16
bachelor,30,14400.00391,16
bachelor,30,50000.00391,16
bachelor,30,39999.99609,16
bachelor,30,1000.000061,16
bachelor,30,29999.99219,16
bachelor,30,13899.99609,16
bachelor,30,23999.99805,16
bachelor,30,99999.97559,16
bachelor,30,55000.00781,16
bachelor,30,89999.97266,16
bachelor,30,42999.99512,16
bachelor,30,80337.46776,16
bachelor,30,199999.9727,16
bachelor,30,84999.96045,16
bachelor,30,120000.0195,16
bachelor,30,33015.14063,16
bachelor,30,119999.9922,16
bachelor,30,204999.9585,16
bachelor,30,40999.98389,16
bachelor,30,39999.99951,16
bachelor,30,60000.00879,16
bachelor,30,99999.96484,16
bachelor,30,10000.00293,16
bachelor,30,3,16
bachelor,30,77999.96826,16
bachelor,30,65400.00977,16
bachelor,30,2999.999023,16
bachelor,30,51916.21094,16
bachelor,30,30249.99268,16
bachelor,30,50000.00781,16
bachelor,30,80100.01562,16
bachelor,30,80100.01562,16
bachelor,30,91999.97266,16
bachelor,30,45000.01563,16
bachelor,30,59999.98047,16
bachelor,30,66000.01563,16
bachelor,30,209999.9531,16
bachelor,30,80000,16
bachelor,30,100000.0098,16
bachelor,30,69999.9834,16
bachelor,30,100000.0156,16
bachelor,30,50000.00781,16
bachelor,30,76999.98425,16
bachelor,30,219999.9844,16
bachelor,30,11000.00299,16
bachelor,30,25999.99792,16
bachelor,30,100000.0156,16
bachelor,30,49999.98486,16
bachelor,30,58000.01465,16
bachelor,30,42000,16
bachelor,30,45499.99951,16
bachelor,30,20428.04883,16
bachelor,30,18519.67578,16
bachelor,30,33599.99707,16
bachelor,30,120053.5323,16
bachelor,30,17300.85156,16
bachelor,30,28000.00098,16
bachelor,30,24117.37141,16
bachelor,30,24017.99263,16
bachelor,30,23999.99805,16
bachelor,30,18799.99817,16
bachelor,30,70000.03125,16
bachelor,30,85000.01855,16
bachelor,30,50000.00781,16
bachelor,30,48999.99615,16
bachelor,30,29999.99219,16
bachelor,30,60000.0166,16
bachelor,30,50000.00781,16
bachelor,30,113599.9648,16
bachelor,30,63999.99316,16
bachelor,30,35999.98438,16
bachelor,30,35999.98438,16
bachelor,30,26399.99805,16
bachelor,30,23999.99805,16
bachelor,30,28299.99023,16
bachelor,30,23000.00037,16
bachelor,30,39999.99609,16
bachelor,30,22799.9917,16
bachelor,30,40999.99615,16
bachelor,30,16400.00378,16
bachelor,30,35999.98438,16
bachelor,30,74000.00586,16
bachelor,30,22400.00439,16
bachelor,30,26100.00098,16
bachelor,30,21713.42578,16
bachelor,30,23999.99805,16
bachelor,30,65000.01172,16
bachelor,30,40799.99805,16
bachelor,30,41999.98242,16
bachelor,30,2300.000443,16
bachelor,30,46500.01538,16
bachelor,30,19200,16
bachelor,30,23999.99805,16
bachelor,30,20000.00391,16
bachelor,30,62400.01563,16
bachelor,30,85999.96045,16
bachelor,30,40999.99615,16
bachelor,30,150000.0146,16
bachelor,30,39999.99609,16
bachelor,30,75000.01172,16
bachelor,30,44999.99902,16
bachelor,30,100000.0156,16
bachelor,30,33599.99634,16
bachelor,30,55500.0116,16
bachelor,30,44999.99609,16
bachelor,30,35999.98438,16
bachelor,30,18070.64258,16
bachelor,30,96000.01318,16
bachelor,30,32499.9917,16
bachelor,30,718000.3105,16
bachelor,30,34200.00293,16
bachelor,30,52000.00769,16
bachelor,30,62999.97949,16
bachelor,30,8000.000488,16
bachelor,30,23500.00003,16
bachelor,30,23999.99805,16
bachelor,30,17999.99805,16
bachelor,30,33999.99805,16
bachelor,30,50000.00781,16
bachelor,30,28559.99023,16
bachelor,30,6500.846292,16
bachelor,30,45749.99854,16
bachelor,30,44999.99902,16
tech,30,59999.98047,14
associate,30,119000,14
associate,30,35999.98438,14
associate,30,61999.98035,14
associate,30,43200.00732,14
tech,30,11999.99707,14
associate,30,169999.957,14
associate,30,41414.54297,14
associate,30,27485.61914,14
associate,30,57000.0072,14
associate,30,112000.0313,14
tech,30,70999.98438,14
associate,30,38499.98425,14
associate,30,49499.98535,14
associate,30,4000.001953,14
tech,30,40800.00793,14
associate,30,35999.98438,14
associate,30,41500.01514,14
associate,30,42500.00003,14
tech,30,40317.84375,14
