course_id	student_id	posttest	master	answer	duration
interactive	380917598	transfer	1	7	23796
interactive	382706357	transfer	0	9	15092
interactive	380917598	similar	1	9	2567
interactive	382138296	transfer	1	7	4377
interactive	392927147	transfer	0	8	7773
interactive	392927147	similar	0	36	13214
interactive	382706357	similar	0	11	38919
interactive	382138296	similar	0	10	15048
interactive	382079927	transfer	0	2	5754
interactive	382079927	similar	0	5	2217
interactive	383757716	transfer	0	8	14977
interactive	383757716	similar	0	5	3018
interactive	382109338	transfer	0	8	26637
interactive	382109338	similar	0	4	3981
interactive	383580018	transfer	0	9	5217
interactive	383580018	similar	0	10	11115
interactive	382841538	transfer	0	8	16981
interactive	382841538	similar	0	5	28917
interactive	390519178	transfer	0	8	16243
interactive	384009837	transfer	0	8	18756
interactive	384009837	similar	1	9	14583
interactive	382997507	transfer	0	9	10533
interactive	382997507	similar	0	11	12666
interactive	381655907	transfer	0	5	4008
interactive	381655907	similar	1	9	3825
interactive	390519178	similar	0	4	75795
interactive	381837096	transfer	0	6	11210
interactive	381837096	similar	0	6	4828
interactive	392232486	transfer	1	7	23529
interactive	382511536	transfer	1	7	2087
interactive	382511536	similar	0	73	5335
interactive	386127067	transfer	1	7	30125
interactive	386127067	similar	1	9	2391
interactive	382787136	transfer	0	9	24151
interactive	382787136	similar	0	10	14703
interactive	384179367	transfer	1	7	3600
interactive	383711658	transfer	0	8	26372
interactive	385501986	transfer	0	8	3649
interactive	383711658	similar	0	8	10793
interactive	384492308	transfer	0	8	2661
interactive	384492308	similar	0	30	9808
interactive	385501986	similar	1	9	54277
interactive	381428686	transfer	0	8	6498
interactive	381428686	similar	0	10	10206
interactive	382810046	transfer	0	8	21373
interactive	382810046	similar	0	5	1892
interactive	382075977	transfer	1	7	19673
interactive	382978158	transfer	0	8	16058
interactive	382978158	similar	1	9	11763
interactive	384179367	similar	1	9	113223
interactive	382075977	similar	1	9	27250
interactive	382133856	transfer	1	7	15774
interactive	382133856	similar	1	9	23605
interactive	390727838	transfer	1	7	14787
interactive	382518387	transfer	0	9	10005
interactive	390727838	similar	0	3	14774
interactive	384477107	transfer	0	8	4459
interactive	383845328	transfer	1	7	35664
interactive	383845328	similar	0	1	10633
interactive	384891908	transfer	0	9	26715
interactive	383238768	transfer	0	8	2769
interactive	383238768	similar	0	6	4069
interactive	384891908	similar	0	10	41103
interactive	383171386	transfer	1	7	19912
interactive	383171386	similar	0	2	22895
interactive	392373848	transfer	0	8	13740
interactive	392373848	similar	0	6	7011
interactive	382810608	transfer	0	82	20659
interactive	382810608	similar	0	35	2163
interactive	385740808	transfer	1	7	24668
interactive	385740808	similar	0	5	7892
interactive	382189368	transfer	0	8	3775
interactive	382189368	similar	0	33	7831
interactive	384134028	transfer	0	5	3070
interactive	385818346	transfer	1	7	31891
interactive	384134028	similar	0	3	7863
interactive	382836526	transfer	0	10	16565
interactive	382836526	similar	0	6	2358
interactive	385818346	similar	1	9	19627
interactive	383568976	transfer	0	8	3615
interactive	383568976	similar	0	2	8896
interactive	383835457	transfer	0	9	15429
interactive	383835457	similar	1	9	17929
interactive	384399927	transfer	1	7	8675
interactive	384399927	similar	0	8	5309
interactive	389907357	transfer	0	9	16994
interactive	388716988	transfer	0	8	29614
interactive	389907357	similar	0	5	3343
interactive	386241388	transfer	0	3	20126
interactive	386241388	similar	0	8	3153
interactive	388716988	similar	0	5	20356
interactive	393104878	transfer	0	123	3368
interactive	393104878	similar	0	9885	2678
interactive	388055948	transfer	0	8	6164
interactive	388055948	similar	0	1	2680
interactive	382029367	transfer	0	4	6395
interactive	384571208	transfer	0	89	14967
interactive	386190816	transfer	0	8	2831
interactive	387686607	transfer	0	8	9109
interactive	386190816	similar	0	7	6082
interactive	384571208	similar	0	3	12349
interactive	387686607	similar	0	6	28092
interactive	382029367	similar	0	5	2526
interactive	385542406	transfer	0	8	13565
interactive	385542406	similar	1	9	12891
interactive	383960346	transfer	0	8	5339
interactive	382815247	transfer	1	7	4102
interactive	373981788	transfer	0	8	8042
interactive	383821497	transfer	0	8	2595
interactive	390246847	transfer	1	7	24309
interactive	383821497	similar	0	2	1797
interactive	373981788	similar	0	10	9830
interactive	390246847	similar	0	1	40139
interactive	381463636	transfer	0	8	2051
interactive	381463636	similar	1	9	2813
interactive	382815247	similar	0	8	41765
interactive	383113628	transfer	1	7	9047
interactive	383113628	similar	1	9	18365
interactive	381440868	transfer	1	7	6375
interactive	381440868	similar	0	5	9527
interactive	389316717	transfer	1	7	27730
interactive	389316717	similar	1	9	2136
interactive	382337718	transfer	1	7	26363
interactive	389325128	transfer	0	9	16115
interactive	388469638	transfer	1	7	22148
interactive	388469638	similar	1	9	2877
interactive	389325128	similar	0	10	7267
interactive	382337718	similar	1	9	36372
interactive	384856337	transfer	1	7	40262
interactive	383838986	transfer	0	8	5691
interactive	384856337	similar	1	9	8245
interactive	383838986	similar	0	3	5717
interactive	387139168	transfer	0	8	14786
interactive	387139168	similar	1	9	14869
interactive	385549828	transfer	1	7	93969
interactive	385549828	similar	1	9	5519
interactive	390099507	transfer	1	7	11969
interactive	390099507	similar	1	9	23167
interactive	382597516	transfer	0	5	7401
interactive	382597516	similar	0	6	2100
interactive	383011137	transfer	0	9	31996
interactive	383144477	transfer	0	8	15999
interactive	385741626	transfer	1	7	33749
interactive	383011137	similar	0	8	22509
interactive	383144477	similar	0	5	13780
interactive	385741626	similar	1	9	3212
interactive	382610227	transfer	1	7	25315
interactive	382484448	transfer	1	7	10841
interactive	381506177	transfer	1	7	3021
interactive	382208766	transfer	0	8	3802
interactive	382610227	similar	0	6	19244
interactive	383422828	transfer	0	8	18351
interactive	383422828	similar	0	8	1507
interactive	382208766	similar	1	9	15448
interactive	388993808	transfer	0	4	6158
interactive	388993808	similar	0	5	2777
interactive	381506177	similar	0	3	35488
interactive	387888667	transfer	0	9	9685
interactive	383107337	transfer	1	7	24364
interactive	383107337	similar	0	1	3943
interactive	382484448	similar	0	10	92813
interactive	387888667	similar	0	10	18371
interactive	382862957	transfer	0	8	23453
interactive	382862957	similar	0	5	8114
interactive	381864628	transfer	0	9	19487
interactive	381864628	similar	0	5	5481
interactive	384235878	transfer	0	6	6355
interactive	384235878	similar	0	4	38291
interactive	385943978	transfer	1	7	20818
interactive	385943978	similar	1	9	18322
interactive	381789406	transfer	0	8	24125
interactive	391532838	transfer	1	7	29625
interactive	386743638	transfer	1	7	39896
interactive	391532838	similar	1	9	20062
interactive	381789406	similar	0	10	34433
interactive	387623818	transfer	1	7	23250
interactive	386743638	similar	1	9	40715
interactive	389666298	transfer	0	6	3420
interactive	389666298	similar	0	.	2386
interactive	387623818	similar	1	9	53502
interactive	382386916	transfer	0	8	8444
interactive	390558577	transfer	0	8	5435
interactive	382386916	similar	0	3	9306
interactive	390558577	similar	0	3	5934
interactive	385594907	transfer	0	8	8941
interactive	385594907	similar	1	9	8855
interactive	381762246	transfer	0	9	56667
interactive	381762246	similar	1	9	3332
interactive	382106628	transfer	0	8	21837
interactive	382004676	transfer	0	9	11965
interactive	385341727	transfer	1	7	23485
interactive	382106628	similar	1	9	20243
interactive	382004676	similar	0	10	14714
interactive	385341727	similar	1	9	17751
interactive	382481067	transfer	1	7	18616
interactive	382481067	similar	1	9	23704
interactive	382319626	transfer	1	7	3960
interactive	382319626	similar	0	2	7468
interactive	384954068	transfer	1	7	20041
interactive	381821468	transfer	1	7	58418
interactive	384954068	similar	0	3	19271
interactive	381821468	similar	1	9	2461
interactive	390386158	transfer	0	8	2271
interactive	390386158	similar	0	3	4098
interactive	383859626	transfer	1	7	17386
interactive	381582417	transfer	1	7	18890
interactive	381567896	transfer	1	7	2771
interactive	383623287	transfer	1	7	36828
interactive	381567896	similar	0	8	2401
interactive	388329466	transfer	0	8	6782
interactive	383623287	similar	1	9	3310
interactive	383859626	similar	1	9	40573
interactive	388329466	similar	0	3	25611
interactive	381729817	transfer	0	8	3429
interactive	381539788	transfer	1	7	11718
interactive	381630106	transfer	1	7	3126
interactive	381729817	similar	0	11	18461
interactive	382041016	transfer	0	2	9233
interactive	383355997	transfer	0	8	3927
interactive	381539788	similar	1	9	17912
interactive	383355997	similar	0	2	2572
interactive	382041016	similar	0	33	10034
interactive	381630106	similar	0	5	1997
interactive	388508297	transfer	0	8	16022
interactive	381943938	transfer	0	8	10236
interactive	381943938	similar	0	3	5499
interactive	388508297	similar	0	11	16250
interactive	381951557	transfer	1	7	13302
interactive	381951557	similar	0	5	12764
interactive	383772336	transfer	0	8	14319
interactive	383772336	similar	0	3	5798
interactive	383108566	transfer	1	7	23937
interactive	383108566	similar	0	7	3546
interactive	383610228	transfer	1	7	38746
interactive	383610228	similar	1	9	2448
interactive	384031668	transfer	0	8	3918
interactive	384031668	similar	0	1	2826
interactive	391279526	transfer	1	7	30511
interactive	381905948	transfer	0	8	6688
interactive	381812257	transfer	1	7	53811
interactive	391279526	similar	1	9	22171
interactive	381905948	similar	1	9	23102
interactive	383205798	transfer	0	8	9822
interactive	383205798	similar	0	10	12352
interactive	381711096	transfer	1	7	2476
interactive	383346716	transfer	1	7	7889
interactive	382812478	transfer	0	Ôº?1804	30:05.5
interactive	382444568	transfer	1	7	38641
interactive	382812478	similar	1	9	1930
interactive	383346716	similar	1	9	13162
interactive	382444568	similar	1	9	2601
interactive	381812257	similar	0	4	90135
interactive	383241758	transfer	0	86	3914
interactive	383241758	similar	0	5	1715
interactive	381802988	transfer	0	8	24537
interactive	383358618	transfer	0	5	7440
interactive	381802988	similar	0	5	19538
interactive	383358618	similar	0	6	9030
interactive	383201647	transfer	0	9	9946
interactive	383201647	similar	0	59	10071
interactive	381557378	transfer	1	7	45300
interactive	384816046	transfer	1	7	3479
interactive	381557378	similar	1	9	1691
interactive	384816046	similar	0	6	16407
interactive	384452718	transfer	0	8	10056
interactive	384452718	similar	0	3	7121
interactive	384912428	transfer	0	9	87548
interactive	384221886	transfer	0	8	7049
interactive	384221886	similar	0	5	2150
interactive	385544626	transfer	0	8	48717
interactive	385544626	similar	0	6	4727
interactive	384912428	similar	1	9	3727
interactive	391354778	transfer	1	7	26886
interactive	383329568	transfer	1	7	37169
interactive	383329568	similar	1	9	36858
interactive	383264617	transfer	0	9	20567
interactive	383264617	similar	1	9	3195
interactive	384694787	transfer	0	8	5006
interactive	384694787	similar	0	19	2780
interactive	383618386	transfer	0	8	3193
interactive	383618386	similar	0	8	1532
interactive	391354778	similar	1	9	139160
interactive	382466566	transfer	1	7	13310
interactive	385421938	transfer	1	7	3090
interactive	388204078	transfer	1	7	50486
interactive	385421938	similar	0	34	3406
interactive	382466566	similar	1	9	31831
interactive	388204078	similar	1	9	2621
interactive	387259068	transfer	0	9	6354
interactive	387259068	similar	0	10	17808
interactive	381926948	transfer	0	8	15704
interactive	384299928	transfer	0	8	5610
interactive	384299928	similar	0	10	18027
interactive	382536058	transfer	0	8	22677
interactive	382536058	similar	0	1	17157
interactive	385232247	transfer	1	7	8641
interactive	385232247	similar	0	5	29585
interactive	381825996	transfer	0	8	22208
interactive	381825996	similar	1	9	8913
interactive	385505227	transfer	1	7	8991
interactive	385505227	similar	0	55	5983
interactive	384505886	transfer	1	7	3208
interactive	384081697	transfer	0	8	4855
interactive	384081697	similar	0	3	9369
interactive	384505886	similar	0	5	25048
interactive	384581548	transfer	1	7	3472
interactive	381805276	transfer	0	8	14392
interactive	385234287	transfer	1	7	3371
interactive	384227767	transfer	1	7	3585
interactive	381805276	similar	0	10	44395
interactive	384227767	similar	1	9	11513
interactive	385234287	similar	1	9	2650
interactive	382898506	transfer	0	6	43324
interactive	384676338	transfer	1	7	22013
interactive	384676338	similar	0	8	3394
interactive	382988968	transfer	0	8	6221
interactive	388467236	transfer	1	7	12326
interactive	388467236	similar	0	2	3348
interactive	382898506	similar	0	6	2938
interactive	381779817	transfer	0	2	3306
interactive	385665898	transfer	1	7	11458
interactive	381779817	similar	0	7	34815
interactive	385665898	similar	0	3	9396
interactive	381350527	transfer	0	8	8305
interactive	381350527	similar	1	9	4116
interactive	382916996	transfer	0	9	5660
interactive	382916996	similar	0	6	1860
interactive	386497688	transfer	0	6	10509
interactive	383400178	transfer	0	3	2883
interactive	386497688	similar	0	3	4451
interactive	383400178	similar	0	8	1770
interactive	384068327	transfer	0	6	125553
interactive	384068327	similar	0	8	63800
interactive	384743667	transfer	0	6	3142
interactive	384743667	similar	0	8	2570
interactive	385466928	transfer	1	7	4098
interactive	385897078	transfer	0	159	8652
interactive	383397727	transfer	0	8	23928
interactive	383397727	similar	0	3	10859
interactive	385897078	similar	0	7Ôº?Ôº?0	43715
interactive	384890448	transfer	0	8	16478
interactive	384890448	similar	0	2	10290
interactive	382923276	transfer	0	9	17240
interactive	382923276	similar	1	9	1873
interactive	385466928	similar	0	6	4484
interactive	383637047	transfer	1	7	23103
interactive	388588636	transfer	0	8	17008
interactive	381591106	transfer	0	8	14487
interactive	388588636	similar	0	3	4257
interactive	383637047	similar	0	10	41859
interactive	381441966	transfer	1	7	80732
interactive	381591106	similar	1	9	25102
interactive	381441966	similar	0	11	30765
interactive	383292316	transfer	0	5	42313
interactive	383292316	similar	0	3	8352
interactive	382848208	transfer	0	8	3361
interactive	382848208	similar	1	9	4298
interactive	381771796	transfer	0	5	26457
interactive	381771796	similar	1	9	4448
interactive	381416698	transfer	1	7	32224
interactive	383230458	transfer	1	7	84341
interactive	383230458	similar	0	3	20947
interactive	388452726	transfer	0	8	9590
interactive	388452726	similar	0	2	12415
interactive	385586146	transfer	1	7	10397
interactive	382639118	transfer	0	2	8478
interactive	381416698	similar	1	9	72661
interactive	382639118	similar	0	5	5343
interactive	385586146	similar	0	10	13192
interactive	383699828	transfer	1	7	50478
interactive	381565458	transfer	0	8	16034
interactive	381565458	similar	0	3	7113
interactive	392919627	transfer	1	7	676590
interactive	383699828	similar	1	9	41558
interactive	384131117	transfer	0	8	3155
interactive	392051408	transfer	1	7	10361
interactive	387383707	transfer	0	25	27998
interactive	387383707	similar	0	6	2298
interactive	384131117	similar	0	5	15459
interactive	392051408	similar	0	10	16842
interactive	382879566	transfer	1	7	9566
interactive	382879566	similar	1	9	11505
interactive	382494048	transfer	0	8	3831
interactive	382494048	similar	0	6	7960
interactive	386249086	transfer	0	8	9041
interactive	386249086	similar	0	8	3440
interactive	385341006	transfer	1	7	5620
interactive	385341006	similar	0	1	8750
interactive	381411296	transfer	1	7	4183
interactive	382518966	transfer	0	9	18704
interactive	384581548	similar	0	26	64858
interactive	382518966	similar	0	8	2272
interactive	381411296	similar	0	2	5150
interactive	382048547	transfer	0	6	47125
interactive	381643366	transfer	0	2	5500
interactive	384381487	transfer	0	8	15302
interactive	381788788	transfer	1	7	64924
interactive	381788788	similar	0	5	1981
interactive	380826776	transfer	0	5	6414
interactive	380826776	similar	0	8	2205
interactive	381536768	transfer	0	2	14374
interactive	381536768	similar	0	10	8155
interactive	383507548	transfer	0	588888	8078
interactive	382048547	similar	1	9	86380
interactive	387404846	transfer	0	2	15953
interactive	384291086	transfer	1	7	2178
interactive	382273496	transfer	1	7	24164
interactive	382273496	similar	0	7	3186
interactive	387404846	similar	0	5	12253
interactive	383622708	transfer	1	7	2331
interactive	384291086	similar	0	2	18554
interactive	383622708	similar	0	4	12904
interactive	383607976	transfer	0	8	12214
interactive	385774956	transfer	0	8	16712
interactive	382821308	transfer	0	6	15098
interactive	385774956	similar	1	9	36034
interactive	382821308	similar	0	10	20959
interactive	392404936	transfer	1	7	52596
interactive	381739877	transfer	0	4	5066
interactive	381739877	similar	0	5	4018
interactive	385301528	transfer	0	9	5144
interactive	385301528	similar	0	4	6242
interactive	385747568	transfer	1	7	18305
interactive	385747568	similar	1	9	28468
interactive	389454856	transfer	0	2	4555
interactive	389454856	similar	0	8	1643
interactive	386485428	transfer	1	7	27562
interactive	382318897	transfer	0	8	10845
interactive	386485428	similar	1	9	3870
interactive	382318897	similar	0	8	9116
interactive	381423368	transfer	1	7	21554
interactive	381669068	transfer	0	8	19182
interactive	382883097	transfer	0	8	2849
interactive	382883097	similar	0	6	4130
interactive	381423368	similar	0	10	29433
interactive	382589726	transfer	0	8	2215
interactive	383389557	transfer	0	9	21951
interactive	382605176	transfer	0	9	4260
interactive	382605176	similar	0	6	2892
interactive	392404936	similar	1	9	258976
interactive	392504688	transfer	0	8	3488
interactive	383389557	similar	0	3	35481
interactive	381994146	transfer	1	7	51319
interactive	383613087	transfer	1	7	14886
interactive	373474358	transfer	0	9	50447
interactive	381994146	similar	1	9	2594
interactive	373474358	similar	0	5	11812
interactive	381669068	similar	0	89	158830
interactive	383613087	similar	0	11	34484
interactive	382910267	transfer	0	8	14155
interactive	382910267	similar	0	5	8984
interactive	382269047	transfer	0	8	8360
interactive	382269047	similar	0	8	1886
interactive	389676536	transfer	0	8	12413
interactive	389676536	similar	0	0.991994949	5055
interactive	389700247	transfer	0	8	3174
interactive	382577148	transfer	0	8	16140
interactive	382577148	similar	0	5	6253
interactive	381968958	transfer	0	8	33971
interactive	381968958	similar	0	10	24875
interactive	381245197	transfer	0	10	16836
interactive	381671668	transfer	0	8	17253
interactive	381245197	similar	0	14	36025
interactive	381671668	similar	0	4	23261
interactive	384168106	transfer	0	8	3804
interactive	383606897	transfer	0	8	21804
interactive	385881037	transfer	1	7	4076
interactive	389038148	transfer	1	7	14988
interactive	389038148	similar	1	9	24589
interactive	382000866	transfer	0	8	42343
interactive	386688398	transfer	0	8	14325
interactive	383606897	similar	0	11	66111
interactive	385881037	similar	1	9	20575
interactive	387300458	transfer	0	8	14028
interactive	382000866	similar	1	9	52681
interactive	387300458	similar	0	10	7723
interactive	383949276	transfer	0	9	7539
interactive	383949276	similar	0	10	15645
interactive	385203188	transfer	0	8	15661
interactive	382813316	transfer	1	7	11188
interactive	385203188	similar	1	9	4200
interactive	382855877	transfer	1	7	52195
interactive	382813316	similar	0	6	5630
interactive	382855877	similar	1	9	4057
interactive	382633616	transfer	0	6	6888
interactive	382633616	similar	0	6	5864
interactive	381859928	transfer	0	8	5377
interactive	381859928	similar	0	7	4558
interactive	392595047	transfer	0	8	6224
interactive	384916428	transfer	1	7	16035
interactive	392595047	similar	0	10	8529
interactive	384916428	similar	1	9	24492
interactive	380218568	transfer	0	8	26915
interactive	380218568	similar	1	9	2641
interactive	391374127	transfer	0	8	4497
interactive	384168106	similar	0	8	3650
interactive	392627517	transfer	0	8	16251
interactive	392627517	similar	0	11	18056
interactive	384329598	transfer	1	7	13107
interactive	382576048	transfer	0	9	27236
interactive	388192926	transfer	1	7	11115
interactive	384401616	transfer	0	8	5304
interactive	384329598	similar	0	1	37313
interactive	382576048	similar	0	8	27508
interactive	384401616	similar	0	6	5788
interactive	384373706	transfer	1	7	20515
interactive	381997927	transfer	0	9	11345
interactive	388192926	similar	1	9	38287
interactive	381966387	transfer	0	9	3856
interactive	384373706	similar	0	11	34981
interactive	381966387	similar	0	8	2531
interactive	381612828	transfer	0	8	21621
interactive	381997927	similar	0	15	29209
interactive	386154416	transfer	0	6	7462
interactive	381612828	similar	1	9	23355
interactive	386154416	similar	0	11	12645
interactive	385014647	transfer	1	7	24907
interactive	385014647	similar	0	4	9322
interactive	383125498	transfer	1	7	7259
interactive	383202547	transfer	0	8	4111
interactive	381605977	transfer	1	7	79238
interactive	381605977	similar	1	9	1963
interactive	383264778	transfer	1	7	3386
interactive	386423817	transfer	0	8	4579
interactive	386423817	similar	1	9	6698
interactive	382541956	transfer	1	7	2744
interactive	389548096	transfer	0	8	2652
interactive	389548096	similar	1	9	13141
interactive	383264778	similar	0	10	25822
interactive	384618138	transfer	1	7	3238
interactive	384618138	similar	0	10	9510
interactive	383499927	transfer	0	9	13782
interactive	382541956	similar	0	11	25078
interactive	383930776	transfer	1	7	2639
interactive	383499927	similar	0	10	31220
interactive	381645716	transfer	0	8	4817
interactive	382655347	transfer	0	8	6886
interactive	381645716	similar	0	7	24244
interactive	382655347	similar	0	11	20125
interactive	383930776	similar	1	9	29913
interactive	384379987	transfer	1	7	13716
interactive	384379987	similar	1	9	13926
interactive	382422477	transfer	0	8	2646
interactive	382422477	similar	0	8	1762
interactive	382513166	transfer	0	3	5234
interactive	382513166	similar	0	3	9927
interactive	386979296	transfer	0	9	24940
interactive	386979296	similar	0	5	8748
interactive	382624257	transfer	1	7	18214
interactive	383861647	transfer	0	8	14822
interactive	383861647	similar	1	9	1980
interactive	382624257	similar	0	10	33910
interactive	384605206	transfer	1	7	6968
interactive	383315338	transfer	0	8	5993
interactive	383315338	similar	0	6	3161
interactive	384605206	similar	0	3	18014
interactive	391442667	transfer	1	7	2638
interactive	385620736	transfer	0	6Ôº?	39583
interactive	385620736	similar	0	3	21037
interactive	390859797	transfer	0	8	14069
interactive	390859797	similar	0	0	20723
interactive	391442667	similar	0	10	34299
interactive	381964697	transfer	0	5	30931
interactive	381964697	similar	0	3	5368
interactive	385638528	transfer	0	8	2999
interactive	383330447	transfer	1	7	8738
interactive	383330447	similar	1	9	9012
interactive	365769478	transfer	0	8	3220
interactive	365769478	similar	0	5	6281
interactive	386838396	transfer	1	7	14883
interactive	386838396	similar	0	3	6799
interactive	384205568	transfer	0	9	7140
interactive	384205568	similar	0	10	10043
interactive	389953588	transfer	1	7	8502
interactive	389953588	similar	1	9	7525
interactive	385638528	similar	0	37	191538
interactive	384800727	transfer	0	5	42736
interactive	384800727	similar	0	5	20269
interactive	384406616	transfer	0	8	3287
interactive	384406616	similar	0	7	2234
interactive	386467167	transfer	0	8	33619
interactive	382597458	transfer	0	8	15353
interactive	382597458	similar	1	9	3982
interactive	386467167	similar	0	10	43467
interactive	381780867	transfer	1	7	53071
interactive	388731948	transfer	1	7	2756
interactive	381780867	similar	0	4	9102
interactive	388731948	similar	1	9	15502
interactive	390097337	transfer	1	7	47045
interactive	390097337	similar	0	8	6173
interactive	382688056	transfer	1	7	64325
interactive	381471866	transfer	1	7	22280
interactive	382688056	similar	1	9	3216
interactive	381471866	similar	1	9	28072
interactive	384461707	transfer	0	8	11901
interactive	384461707	similar	0	2	35240
interactive	387404618	transfer	0	15	32962
interactive	387404618	similar	1	9	8764
interactive	379766496	transfer	0	8	14772
interactive	379766496	similar	0	8	7307
interactive	381905567	transfer	0	9	19673
interactive	381905567	similar	0	1	6874
interactive	388822276	transfer	0	8	10498
interactive	388822276	similar	0	10	8037
interactive	385224867	transfer	1	7	171821
interactive	384689587	transfer	0	9	48987
interactive	384689587	similar	0	3	10494
interactive	385224867	similar	1	9	3742
interactive	387495107	transfer	1	7	22371
interactive	384959437	transfer	1	7	47929
interactive	387495107	similar	1	9	41882
interactive	386026617	transfer	1	7	16016
interactive	386026617	similar	1	9	23289
interactive	384959437	similar	1	9	40736
interactive	381661978	transfer	1	7	4247
interactive	381661978	similar	1	9	25711
interactive	384770096	transfer	0	8	6201
interactive	384770096	similar	0	8	2126
interactive	384543198	transfer	0	9	8684
interactive	384119538	transfer	1	7	49578
interactive	384119538	similar	1	9	3233
interactive	343079026	transfer	0	8	5788
interactive	381584198	transfer	0	8	9072
interactive	386416108	transfer	1	7	3118
interactive	381584198	similar	0	6	16420
interactive	386908276	transfer	1	7	15344
interactive	386416108	similar	0	2	2792
interactive	386908276	similar	1	9	9152
interactive	383136246	transfer	0	99899	8044
interactive	383136246	similar	0	99969969	5593
interactive	384568556	transfer	1	7	18271
interactive	384568556	similar	0	8	13184
interactive	390431666	transfer	1	7	12945
interactive	390431666	similar	0	5	7367
interactive	382238006	transfer	1	7	23925
interactive	382019286	transfer	0	8	4676
interactive	381503218	transfer	1	7	9412
interactive	381503218	similar	1	9	7014
interactive	382238006	similar	1	9	12645
interactive	382019286	similar	0	3	24500
interactive	381587458	transfer	1	7	47942
interactive	381587458	similar	1	9	8637
interactive	381805167	transfer	1	7	68389
interactive	381888587	transfer	1	7	38700
interactive	381805167	similar	1	9	20472
interactive	387696658	transfer	0	5	13634
interactive	387696658	similar	0	5	1901
interactive	381805306	transfer	0	9	18850
interactive	381805306	similar	0	3	10212
interactive	381888587	similar	1	9	32172
interactive	384543198	similar	1	9	8203
interactive	385047596	transfer	0	8	4463
interactive	385047596	similar	0	3	8501
interactive	382269057	transfer	1	7	43697
interactive	382269057	similar	1	9	7449
interactive	376915608	transfer	1	7	29769
interactive	376915608	similar	1	9	21399
interactive	382409686	transfer	1	7	48995
interactive	382409686	similar	1	9	4089
interactive	382388188	transfer	1	7	39679
interactive	382401418	transfer	0	9	12443
interactive	382388188	similar	1	9	11701
interactive	382401418	similar	0	38	15740
interactive	384239277	transfer	1	7	70223
interactive	383536616	transfer	0	8	3267
interactive	383536616	similar	0	3	7280
interactive	384239277	similar	1	9	38366
interactive	383760438	transfer	1	7	6350
interactive	383760438	similar	1	9	71043
interactive	383845216	transfer	0	9	22828
interactive	383845216	similar	0	11	14092
interactive	382397498	transfer	1	7	137551
interactive	382010098	transfer	1	7	3365
interactive	382010098	similar	1	9	2954
interactive	382397498	similar	1	9	3270
interactive	384483426	transfer	0	8	31825
interactive	384483426	similar	0	5	4791
interactive	383844007	transfer	1	7	7466
interactive	383844007	similar	0	3	11105
interactive	382989796	transfer	1	7	8420
interactive	382989796	similar	1	9	18158
interactive	390724367	transfer	1	7	8572
interactive	390724367	similar	0	10	30493
interactive	388665457	transfer	1	7	2613
interactive	388665457	similar	0	11	10507
interactive	385358188	transfer	0	5	77276
interactive	385358188	similar	0	8	14423
interactive	384987987	transfer	1	7	12499
interactive	384987987	similar	1	9	9530
interactive	384513176	transfer	1	7	821273
interactive	384513176	similar	0	3	32375
interactive	383824427	transfer	0	8	12174
interactive	383824427	similar	0	3	4989
interactive	382223846	transfer	0	9	19044
interactive	382223846	similar	0	11	20746
interactive	384419578	transfer	0	8	11787
interactive	384419578	similar	1	9	2397
interactive	389290328	transfer	0	35	13685
interactive	389290328	similar	0	99	11051
interactive	370286937	transfer	0	5	5880
interactive	370286937	similar	0	8	28912
interactive	382637148	transfer	0	8	17501
interactive	382637148	similar	1	9	14124
long_video	390703262	transfer	0	8	15972
long_video	390703262	similar	0	6	14053
long_video	381798411	transfer	1	7	13806
long_video	381798411	similar	1	9	17269
long_video	382564262	transfer	0	8	7048
long_video	382564262	similar	0	10	8971
long_video	391122571	transfer	1	7	39122
long_video	391122571	similar	1	9	22274
long_video	382291631	transfer	0	8	5742
long_video	382291631	similar	1	9	27623
long_video	392446752	transfer	1	7	14080
long_video	392446752	similar	1	9	11081
long_video	393006063	transfer	0	8	8835
long_video	393006063	similar	0	10	61490
long_video	383251892	transfer	1	7	18758
long_video	383251892	similar	1	9	17149
long_video	392791022	transfer	1	7	25532
long_video	392791022	similar	1	9	47478
long_video	392960923	transfer	1	7	20238
long_video	392960923	similar	1	9	10537
long_video	390692071	transfer	1	7	16808
long_video	390692071	similar	1	9	11824
long_video	384064711	transfer	0	8	7050
long_video	384064711	similar	0	3.7	64470
long_video	381537232	transfer	1	7	29781
long_video	393049472	transfer	1	7	33939
long_video	393049472	similar	1	9	23814
long_video	381537232	similar	1	9	93917
long_video	390459161	transfer	1	7	15459
long_video	381818251	transfer	0	8	23618
long_video	381818251	similar	0	3	10431
long_video	390459161	similar	0	8	27633
long_video	387361483	transfer	0	8	7434
long_video	391774052	transfer	0	5	5708
long_video	382404773	transfer	0	8	8957
long_video	382404773	similar	0	6	4118
long_video	385533363	transfer	0	8	7013
long_video	385533363	similar	0	5	7562
long_video	381928743	transfer	0	8	5666
long_video	381928743	similar	0	90	2193
long_video	383256743	transfer	1	7	39267
long_video	383256743	similar	1	9	26344
long_video	385459121	transfer	0	8	43306
long_video	385459121	similar	0	3	8146
long_video	382274452	transfer	1	7	12316
long_video	382274452	similar	0	5	6839
long_video	391213952	transfer	0	5	11122
long_video	391213952	similar	0	6	4907
long_video	381882643	transfer	1	7	19546
long_video	381882643	similar	1	9	13770
